Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Payment Method,Review Rating
4072,Handbag,18.0,2/23/2023,Cash,3 to 4
4040,Hoodie,167.0,1/23/2023,Cash,2 to 3
4102,Romper,85.0,11/11/2022,Credit Card,1 to 2
3990,Gloves,150.0,11/18/2022,Credit Card,No Rating
4011,Scarf,32.0,1/12/2023,Cash,2 to 3
3969,Umbrella,45.0,9/15/2023,Cash,2 to 3
4121,Backpack,174.0,12/15/2022,Credit Card,2 to 3
4029,Pants,144.0,4/19/2023,Cash,2 to 3
4039,Jumpsuit,149.0,4/13/2023,Cash,2 to 3
3971,Romper,107.0,11/22/2022,Credit Card,3 to 4
3975,Coat,101.0,11/20/2022,Credit Card,2 to 3
4097,Trench Coat,134.0,3/22/2023,Credit Card,4 to 5
4111,Flannel Shirt,154.0,7/4/2023,Credit Card,2 to 3
4054,Camisole,109.0,2/20/2023,Credit Card,3 to 4
3980,Loafers,16.0,7/12/2023,Credit Card,2 to 3
4059,Backpack,66.0,3/24/2023,Credit Card,1 to 2
4022,Flannel Shirt,,7/16/2023,Cash,2 to 3
4002,Jumpsuit,81.0,10/26/2022,Cash,2 to 3
4018,Trousers,,3/26/2023,Cash,3 to 4
4059,Bowtie,145.0,12/24/2022,Credit Card,1 to 2
3979,Blouse,159.0,4/24/2023,Credit Card,1 to 2
3962,Trousers,50.0,2/2/2023,Credit Card,2 to 3
4010,Cardigan,,1/5/2023,Credit Card,2 to 3
3998,Swimsuit,78.0,9/3/2023,Credit Card,2 to 3
4056,Flip-Flops,198.0,12/2/2022,Cash,3 to 4
4060,Belt,,11/28/2022,Credit Card,1 to 2
4029,Dress,66.0,8/2/2023,Credit Card,1 to 2
4122,Romper,109.0,9/2/2023,Cash,4 to 5
3996,Jumpsuit,54.0,4/26/2023,Credit Card,1 to 2
3987,Umbrella,,10/18/2022,Cash,3 to 4
4033,Pajamas,198.0,3/2/2023,Credit Card,4 to 5
4082,Boots,161.0,5/22/2023,Credit Card,4 to 5
4067,Scarf,,9/17/2023,Credit Card,3 to 4
4036,Flip-Flops,155.0,9/11/2023,Cash,No Rating
4111,Loafers,154.0,12/22/2022,Credit Card,1 to 2
3990,Jacket,136.0,12/16/2022,Cash,1 to 2
4048,Pants,54.0,10/11/2022,Credit Card,No Rating
3981,Sunglasses,33.0,3/11/2023,Cash,2 to 3
4051,Handbag,,1/25/2023,Credit Card,4 to 5
4088,Kimono,15.0,8/5/2023,Credit Card,4 to 5
4008,Skirt,10.0,5/30/2023,Credit Card,2 to 3
4082,T-shirt,167.0,9/14/2023,Cash,1 to 2
4071,Pants,43.0,10/5/2022,Credit Card,No Rating
4056,Jumpsuit,55.0,6/2/2023,Cash,No Rating
4078,Blazer,92.0,6/3/2023,Credit Card,4 to 5
4025,Sun Hat,,2/18/2023,Credit Card,4 to 5
4101,Hoodie,,4/6/2023,Credit Card,3 to 4
4110,Kimono,46.0,10/1/2023,Cash,4 to 5
4065,Skirt,144.0,2/21/2023,Cash,4 to 5
3980,Overalls,28.0,3/2/2023,Cash,3 to 4
4065,Leggings,179.0,6/4/2023,Credit Card,No Rating
4051,Coat,35.0,9/24/2023,Cash,4 to 5
4114,Cardigan,92.0,10/31/2022,Cash,1 to 2
4004,Coat,,7/1/2023,Credit Card,3 to 4
4068,Jacket,,9/14/2023,Credit Card,1 to 2
4118,Sneakers,173.0,9/14/2023,Credit Card,1 to 2
4066,Sunglasses,176.0,12/11/2022,Credit Card,No Rating
3980,Swimsuit,191.0,8/25/2023,Cash,4 to 5
3967,Raincoat,187.0,1/10/2023,Credit Card,1 to 2
4088,Hoodie,167.0,11/11/2022,Credit Card,1 to 2
4044,Jacket,67.0,5/17/2023,Cash,1 to 2
4075,Hat,54.0,11/3/2022,Cash,1 to 2
4014,Romper,197.0,2/27/2023,Credit Card,4 to 5
4122,Jumpsuit,42.0,4/19/2023,Cash,2 to 3
3996,Overalls,,11/8/2022,Credit Card,1 to 2
4083,Sandals,,8/14/2023,Cash,1 to 2
4091,Onesie,156.0,7/22/2023,Credit Card,3 to 4
4118,Sandals,155.0,3/24/2023,Cash,No Rating
4122,Tunic,,2/3/2023,Cash,0 to 1
4091,Bowtie,166.0,7/24/2023,Credit Card,4 to 5
3978,Backpack,154.0,2/18/2023,Credit Card,2 to 3
4031,Blouse,,5/5/2023,Cash,2 to 3
4076,Shorts,94.0,6/7/2023,Cash,4 to 5
4068,Sunglasses,70.0,4/18/2023,Credit Card,2 to 3
3977,Kimono,91.0,4/28/2023,Credit Card,3 to 4
4079,Dress,,12/8/2022,Credit Card,3 to 4
4033,Swimsuit,32.0,4/28/2023,Credit Card,2 to 3
3995,Cardigan,181.0,1/2/2023,Credit Card,2 to 3
3989,Vest,95.0,2/6/2023,Credit Card,1 to 2
4033,Tie,77.0,3/18/2023,Credit Card,2 to 3
4020,Flip-Flops,187.0,9/26/2023,Credit Card,3 to 4
4090,Umbrella,,7/24/2023,Credit Card,2 to 3
4066,Blouse,37.0,4/12/2023,Credit Card,2 to 3
4032,Bowtie,22.0,10/3/2022,Credit Card,1 to 2
4102,Swimsuit,197.0,4/6/2023,Cash,3 to 4
3969,Trench Coat,52.0,1/28/2023,Credit Card,4 to 5
4098,Flip-Flops,136.0,10/8/2022,Cash,3 to 4
3976,Leggings,99.0,12/11/2022,Credit Card,2 to 3
3968,Swimsuit,35.0,4/16/2023,Cash,1 to 2
4088,Hoodie,157.0,11/8/2022,Cash,2 to 3
3984,Umbrella,185.0,7/2/2023,Credit Card,2 to 3
4087,Tie,125.0,3/5/2023,Cash,4 to 5
4065,Trench Coat,,10/10/2022,Cash,2 to 3
4062,Bowtie,85.0,12/7/2022,Cash,No Rating
3981,Sandals,,4/11/2023,Cash,4 to 5
4075,Umbrella,36.0,6/7/2023,Credit Card,2 to 3
4102,Dress,,7/13/2023,Credit Card,No Rating
4021,Flip-Flops,,5/19/2023,Cash,2 to 3
4047,Backpack,197.0,10/5/2022,Cash,2 to 3
4022,Sweater,,1/20/2023,Credit Card,2 to 3
4106,Poncho,33.0,4/18/2023,Credit Card,2 to 3
3977,Boots,167.0,6/23/2023,Credit Card,4 to 5
4085,Tank Top,190.0,4/25/2023,Cash,2 to 3
3961,Sun Hat,,10/26/2022,Credit Card,4 to 5
3986,T-shirt,52.0,3/20/2023,Credit Card,4 to 5
4075,Pants,121.0,10/28/2022,Credit Card,3 to 4
4002,Skirt,,4/21/2023,Cash,1 to 2
4003,Cardigan,,1/31/2023,Cash,3 to 4
4057,Pajamas,58.0,10/23/2022,Cash,No Rating
3968,Coat,151.0,4/22/2023,Credit Card,4 to 5
3978,Sunglasses,196.0,4/22/2023,Cash,3 to 4
4063,Vest,179.0,2/1/2023,Credit Card,1 to 2
4033,Jacket,70.0,5/12/2023,Cash,1 to 2
4037,Gloves,,10/6/2022,Cash,2 to 3
4107,Pajamas,150.0,4/9/2023,Credit Card,1 to 2
4073,Overalls,49.0,10/24/2022,Cash,3 to 4
4072,Wallet,,12/7/2022,Cash,1 to 2
4116,Hoodie,,6/30/2023,Cash,4 to 5
4024,Raincoat,,8/26/2023,Credit Card,3 to 4
4044,Overalls,170.0,11/15/2022,Credit Card,3 to 4
4004,Overalls,61.0,8/29/2023,Credit Card,1 to 2
4011,Backpack,,8/22/2023,Cash,1 to 2
4004,Polo Shirt,173.0,5/9/2023,Cash,2 to 3
3977,Overalls,30.0,2/15/2023,Cash,No Rating
4111,Skirt,39.0,10/6/2022,Cash,4 to 5
4023,Hoodie,111.0,8/17/2023,Cash,3 to 4
3984,Hat,179.0,7/8/2023,Credit Card,4 to 5
4068,Camisole,174.0,7/29/2023,Cash,3 to 4
4093,Skirt,57.0,12/2/2022,Credit Card,4 to 5
3961,Vest,107.0,10/7/2022,Credit Card,No Rating
3958,Jumpsuit,124.0,1/20/2023,Cash,No Rating
4058,Belt,,7/29/2023,Cash,2 to 3
3986,Socks,77.0,10/24/2022,Credit Card,1 to 2
3960,Vest,78.0,8/1/2023,Cash,4 to 5
4000,Trousers,48.0,12/1/2022,Credit Card,2 to 3
4079,Jacket,180.0,12/25/2022,Cash,No Rating
4074,Leggings,,11/1/2022,Cash,4 to 5
4060,Trousers,148.0,1/31/2023,Credit Card,4 to 5
4111,Loafers,160.0,8/25/2023,Cash,4 to 5
4081,Kimono,25.0,10/16/2022,Cash,3 to 4
4034,Scarf,143.0,12/14/2022,Credit Card,4 to 5
4115,Tank Top,147.0,4/6/2023,Cash,3 to 4
4114,Poncho,131.0,12/10/2022,Cash,3 to 4
4049,Onesie,70.0,10/13/2022,Credit Card,3 to 4
4058,Shorts,30.0,8/9/2023,Credit Card,4 to 5
4034,Sneakers,192.0,2/13/2023,Cash,1 to 2
3979,Overalls,,3/24/2023,Cash,2 to 3
3989,Dress,142.0,12/21/2022,Cash,4 to 5
3991,Polo Shirt,183.0,9/19/2023,Credit Card,4 to 5
3960,Pants,47.0,1/12/2023,Cash,1 to 2
4005,Onesie,,5/25/2023,Cash,4 to 5
3985,Pants,54.0,4/9/2023,Cash,4 to 5
3961,Handbag,52.0,7/20/2023,Credit Card,4 to 5
4005,Scarf,59.0,5/29/2023,Cash,4 to 5
3963,Leggings,,9/23/2023,Cash,1 to 2
4010,Sunglasses,184.0,8/3/2023,Cash,No Rating
4080,Dress,170.0,4/7/2023,Credit Card,2 to 3
3994,Loafers,,1/28/2023,Credit Card,2 to 3
4018,Jumpsuit,91.0,11/28/2022,Cash,1 to 2
4068,Pajamas,27.0,7/23/2023,Cash,2 to 3
4117,Sweater,,8/30/2023,Cash,1 to 2
4094,Swimsuit,151.0,1/5/2023,Cash,4 to 5
4005,Belt,80.0,4/20/2023,Cash,4 to 5
3979,Onesie,13.0,10/23/2022,Cash,2 to 3
4034,Scarf,169.0,10/27/2022,Cash,No Rating
4075,Sweater,117.0,8/17/2023,Cash,1 to 2
3994,Scarf,,7/2/2023,Credit Card,4 to 5
4078,Jeans,,5/10/2023,Credit Card,4 to 5
4065,Tunic,159.0,10/24/2022,Cash,2 to 3
3962,Umbrella,35.0,12/9/2022,Credit Card,2 to 3
3986,Belt,154.0,5/27/2023,Cash,1 to 2
3999,Sneakers,83.0,3/29/2023,Cash,2 to 3
3996,Sandals,98.0,6/11/2023,Credit Card,1 to 2
4070,Handbag,77.0,3/2/2023,Cash,No Rating
4081,Hat,134.0,9/5/2023,Cash,0 to 1
4077,Hoodie,131.0,3/15/2023,Cash,2 to 3
3962,Pants,,2/10/2023,Credit Card,No Rating
4072,Jacket,46.0,2/18/2023,Cash,4 to 5
4106,Sneakers,184.0,8/20/2023,Credit Card,4 to 5
4019,Vest,19.0,7/31/2023,Cash,No Rating
4008,Hoodie,94.0,12/11/2022,Cash,1 to 2
4032,Blazer,22.0,10/24/2022,Credit Card,2 to 3
4102,Romper,78.0,3/14/2023,Cash,4 to 5
4057,Bowtie,15.0,2/25/2023,Cash,3 to 4
3970,Tie,87.0,7/14/2023,Cash,No Rating
4042,Flannel Shirt,135.0,8/7/2023,Credit Card,2 to 3
3959,Scarf,185.0,2/23/2023,Credit Card,No Rating
3983,Wallet,,9/22/2023,Cash,4 to 5
4118,Sandals,44.0,2/25/2023,Credit Card,4 to 5
4067,Hat,200.0,3/19/2023,Cash,1 to 2
4063,Sweater,92.0,1/25/2023,Credit Card,4 to 5
4083,Hoodie,116.0,6/22/2023,Credit Card,3 to 4
4105,Belt,32.0,11/17/2022,Credit Card,3 to 4
4109,Trousers,,12/4/2022,Credit Card,2 to 3
4098,Tunic,114.0,7/14/2023,Cash,No Rating
4031,Blazer,142.0,10/10/2022,Credit Card,1 to 2
3966,Coat,24.0,8/20/2023,Cash,3 to 4
4081,Socks,50.0,7/16/2023,Credit Card,No Rating
4059,Raincoat,,12/2/2022,Cash,3 to 4
4081,Tie,113.0,7/9/2023,Cash,No Rating
4088,Onesie,,8/2/2023,Cash,3 to 4
4108,Onesie,155.0,4/19/2023,Credit Card,4 to 5
4113,Polo Shirt,,3/29/2023,Credit Card,2 to 3
4081,Tank Top,,8/20/2023,Credit Card,3 to 4
4016,Coat,24.0,3/30/2023,Cash,4 to 5
3972,Tank Top,126.0,6/30/2023,Cash,4 to 5
4092,Belt,,1/18/2023,Cash,2 to 3
3961,Raincoat,60.0,2/24/2023,Credit Card,1 to 2
4065,Tank Top,128.0,2/23/2023,Credit Card,1 to 2
4104,Sunglasses,172.0,3/20/2023,Credit Card,1 to 2
4037,Pajamas,184.0,4/23/2023,Credit Card,2 to 3
4098,T-shirt,,4/27/2023,Credit Card,1 to 2
3973,Sun Hat,162.0,12/21/2022,Cash,3 to 4
4025,Loafers,131.0,12/26/2022,Cash,3 to 4
4122,Socks,99.0,8/3/2023,Cash,1 to 2
4063,Jacket,76.0,9/18/2023,Credit Card,4 to 5
4078,Camisole,186.0,4/9/2023,Cash,3 to 4
3986,Wallet,,12/17/2022,Cash,1 to 2
4083,Slippers,,12/4/2022,Credit Card,1 to 2
4116,Flip-Flops,,6/11/2023,Cash,1 to 2
4122,Pants,64.0,8/13/2023,Cash,No Rating
4045,Leggings,175.0,6/12/2023,Credit Card,No Rating
4071,Wallet,62.0,10/28/2022,Credit Card,1 to 2
4068,Camisole,114.0,3/12/2023,Credit Card,2 to 3
3962,Poncho,184.0,9/25/2023,Cash,2 to 3
3998,Poncho,,4/28/2023,Cash,2 to 3
4030,Camisole,175.0,4/14/2023,Credit Card,2 to 3
4006,Leggings,,10/8/2022,Credit Card,2 to 3
4077,T-shirt,67.0,1/30/2023,Credit Card,4 to 5
4045,Pants,88.0,4/29/2023,Credit Card,3 to 4
4069,Overalls,191.0,11/23/2022,Credit Card,No Rating
4016,Pants,118.0,5/5/2023,Cash,4 to 5
4086,Kimono,99.0,12/12/2022,Cash,2 to 3
4013,Leggings,65.0,3/9/2023,Cash,1 to 2
4107,Shorts,183.0,7/6/2023,Credit Card,1 to 2
4043,Umbrella,169.0,5/6/2023,Cash,4 to 5
4111,Tie,36.0,10/17/2022,Credit Card,3 to 4
4076,Sandals,,5/19/2023,Credit Card,4 to 5
3990,Flannel Shirt,105.0,10/7/2022,Cash,3 to 4
4032,Camisole,162.0,3/2/2023,Cash,2 to 3
4056,T-shirt,86.0,5/19/2023,Cash,No Rating
4063,Bowtie,133.0,8/25/2023,Credit Card,4 to 5
4049,Blouse,,12/19/2022,Cash,1 to 2
4077,Handbag,173.0,5/5/2023,Credit Card,3 to 4
3998,Bowtie,80.0,4/27/2023,Cash,2 to 3
4116,Handbag,192.0,10/10/2022,Cash,4 to 5
4010,Slippers,176.0,12/8/2022,Cash,3 to 4
4029,Skirt,48.0,1/10/2023,Cash,2 to 3
3979,Dress,71.0,3/31/2023,Credit Card,4 to 5
4080,Scarf,163.0,11/3/2022,Cash,3 to 4
3990,Poncho,91.0,4/7/2023,Credit Card,3 to 4
4001,Socks,194.0,6/17/2023,Credit Card,1 to 2
4008,Tie,,4/6/2023,Cash,2 to 3
3997,Tank Top,85.0,10/15/2022,Credit Card,4 to 5
4112,Polo Shirt,117.0,11/7/2022,Cash,4 to 5
4082,Jumpsuit,198.0,4/11/2023,Credit Card,4 to 5
3982,Coat,,1/11/2023,Credit Card,1 to 2
4063,Loafers,156.0,9/15/2023,Credit Card,3 to 4
4083,Pajamas,97.0,10/4/2022,Credit Card,2 to 3
4034,Scarf,66.0,11/5/2022,Cash,1 to 2
4017,Raincoat,173.0,5/15/2023,Cash,4 to 5
4010,Scarf,181.0,1/27/2023,Credit Card,2 to 3
4099,Socks,86.0,9/14/2023,Credit Card,1 to 2
3969,Umbrella,178.0,8/23/2023,Credit Card,2 to 3
3961,Sunglasses,56.0,11/17/2022,Cash,2 to 3
4048,T-shirt,130.0,5/6/2023,Cash,4 to 5
4023,Swimsuit,,6/13/2023,Cash,4 to 5
4048,Swimsuit,153.0,11/19/2022,Cash,2 to 3
3997,Jeans,56.0,3/12/2023,Credit Card,4 to 5
4001,Blazer,95.0,5/6/2023,Credit Card,3 to 4
4085,Blazer,66.0,10/29/2022,Cash,3 to 4
3965,Trench Coat,200.0,3/28/2023,Cash,No Rating
3973,Shorts,117.0,6/28/2023,Cash,1 to 2
4043,Tank Top,94.0,5/15/2023,Cash,2 to 3
4067,Kimono,159.0,7/21/2023,Cash,1 to 2
3986,Backpack,40.0,11/2/2022,Cash,3 to 4
4115,Overalls,172.0,4/11/2023,Cash,3 to 4
4015,Tie,168.0,12/7/2022,Credit Card,3 to 4
3987,Tie,,1/1/2023,Cash,No Rating
4100,Raincoat,138.0,2/9/2023,Credit Card,4 to 5
4014,Raincoat,,3/5/2023,Cash,No Rating
4081,Polo Shirt,145.0,11/9/2022,Credit Card,3 to 4
4023,Belt,23.0,1/17/2023,Credit Card,3 to 4
4044,Flannel Shirt,48.0,2/4/2023,Credit Card,2 to 3
4047,Tunic,,7/31/2023,Cash,1 to 2
3968,Trousers,114.0,3/18/2023,Cash,1 to 2
4099,Shorts,127.0,3/8/2023,Cash,2 to 3
4025,Hat,,5/16/2023,Cash,3 to 4
3995,Overalls,56.0,7/19/2023,Credit Card,No Rating
4088,Belt,134.0,2/14/2023,Cash,4 to 5
4111,Swimsuit,55.0,10/30/2022,Cash,0 to 1
3983,Hat,24.0,9/30/2023,Credit Card,4 to 5
3969,Sun Hat,,4/12/2023,Credit Card,4 to 5
4069,Loafers,53.0,2/14/2023,Credit Card,1 to 2
4074,Coat,50.0,4/7/2023,Credit Card,1 to 2
3985,Polo Shirt,32.0,1/19/2023,Credit Card,4 to 5
3984,Belt,,11/20/2022,Cash,1 to 2
4113,Pajamas,119.0,9/15/2023,Credit Card,2 to 3
4113,Cardigan,132.0,3/14/2023,Credit Card,No Rating
3983,Wallet,19.0,9/22/2023,Cash,2 to 3
4100,Tank Top,197.0,5/29/2023,Cash,1 to 2
3967,Umbrella,13.0,7/27/2023,Credit Card,3 to 4
4086,Belt,145.0,10/29/2022,Cash,3 to 4
3983,Handbag,,3/14/2023,Cash,4 to 5
3999,Cardigan,170.0,5/25/2023,Cash,1 to 2
4118,Tank Top,67.0,12/4/2022,Cash,3 to 4
3987,Flip-Flops,98.0,7/22/2023,Cash,1 to 2
4009,Skirt,36.0,11/11/2022,Cash,3 to 4
4049,Hoodie,160.0,8/27/2023,Cash,2 to 3
3997,Skirt,26.0,6/27/2023,Cash,3 to 4
4031,Hoodie,86.0,8/24/2023,Cash,2 to 3
4070,Backpack,126.0,7/23/2023,Credit Card,1 to 2
4086,Jeans,162.0,7/1/2023,Cash,3 to 4
4084,Flip-Flops,121.0,4/23/2023,Cash,3 to 4
3982,Tie,44.0,5/12/2023,Credit Card,No Rating
3996,Skirt,135.0,3/4/2023,Credit Card,1 to 2
4122,Kimono,58.0,4/27/2023,Credit Card,4 to 5
4050,Poncho,,7/26/2023,Credit Card,4 to 5
4042,Tunic,113.0,1/19/2023,Cash,3 to 4
3992,Flip-Flops,,5/9/2023,Credit Card,1 to 2
3988,Polo Shirt,43.0,3/20/2023,Cash,0 to 1
4008,Skirt,15.0,4/18/2023,Credit Card,4 to 5
4069,Handbag,53.0,12/4/2022,Credit Card,3 to 4
4063,Bowtie,,7/12/2023,Cash,4 to 5
3958,Trench Coat,19.0,1/30/2023,Cash,4 to 5
4019,Slippers,173.0,1/9/2023,Cash,No Rating
4078,Dress,146.0,3/16/2023,Credit Card,3 to 4
4044,Wallet,162.0,8/8/2023,Credit Card,1 to 2
4030,Cardigan,179.0,6/12/2023,Credit Card,2 to 3
4086,Tie,,2/14/2023,Credit Card,3 to 4
4000,Scarf,22.0,8/19/2023,Credit Card,3 to 4
3978,Gloves,116.0,9/10/2023,Credit Card,No Rating
4025,Jumpsuit,41.0,7/15/2023,Cash,2 to 3
4052,Overalls,131.0,5/25/2023,Credit Card,4 to 5
4063,Sun Hat,62.0,4/22/2023,Credit Card,4 to 5
4049,Pajamas,171.0,7/9/2023,Credit Card,No Rating
4118,Shorts,,10/5/2022,Credit Card,4 to 5
4019,Socks,35.0,4/11/2023,Cash,1 to 2
3995,Onesie,79.0,9/18/2023,Credit Card,1 to 2
4092,Shorts,189.0,5/29/2023,Credit Card,2 to 3
4064,Raincoat,,10/27/2022,Cash,No Rating
4015,Overalls,36.0,1/5/2023,Cash,1 to 2
3992,Tie,168.0,2/3/2023,Credit Card,2 to 3
4066,Backpack,,9/22/2023,Cash,No Rating
4062,Romper,,6/3/2023,Cash,2 to 3
4061,Poncho,,6/1/2023,Credit Card,4 to 5
4074,Vest,,11/16/2022,Cash,3 to 4
4089,T-shirt,,7/6/2023,Cash,2 to 3
4049,Swimsuit,143.0,2/14/2023,Cash,No Rating
3964,Gloves,101.0,2/4/2023,Cash,2 to 3
4070,Trench Coat,85.0,10/5/2022,Credit Card,1 to 2
3994,Cardigan,,8/26/2023,Credit Card,4 to 5
3959,Sneakers,63.0,11/22/2022,Cash,2 to 3
4089,Wallet,133.0,7/17/2023,Credit Card,3 to 4
3974,Sandals,10.0,1/5/2023,Cash,4 to 5
3978,Blazer,,12/24/2022,Credit Card,3 to 4
4043,Tie,,10/15/2022,Cash,3 to 4
4037,Umbrella,,8/6/2023,Credit Card,3 to 4
4059,Boots,136.0,4/4/2023,Cash,4 to 5
3999,T-shirt,,5/11/2023,Credit Card,1 to 2
4068,Tie,,6/9/2023,Cash,2 to 3
3972,Dress,195.0,2/2/2023,Cash,2 to 3
4057,T-shirt,75.0,1/21/2023,Cash,No Rating
3966,Jeans,126.0,1/7/2023,Credit Card,No Rating
4121,Pants,85.0,12/14/2022,Cash,3 to 4
3995,Swimsuit,22.0,9/20/2023,Credit Card,2 to 3
4104,Flannel Shirt,,9/28/2023,Credit Card,2 to 3
3971,Poncho,,8/7/2023,Cash,2 to 3
4118,Loafers,,9/24/2023,Credit Card,3 to 4
4090,Leggings,183.0,6/4/2023,Credit Card,1 to 2
4032,Trousers,199.0,1/18/2023,Cash,3 to 4
4064,Coat,,9/16/2023,Cash,4 to 5
4059,Sunglasses,21.0,12/9/2022,Credit Card,1 to 2
4098,Belt,,1/17/2023,Cash,3 to 4
4034,Boots,,7/18/2023,Cash,4 to 5
4037,Sun Hat,94.0,4/27/2023,Cash,2 to 3
4045,Vest,122.0,2/27/2023,Cash,0 to 1
3959,Socks,78.0,2/11/2023,Cash,2 to 3
4028,Flip-Flops,33.0,10/22/2022,Cash,4 to 5
4092,Backpack,97.0,1/5/2023,Credit Card,3 to 4
4113,Vest,,7/16/2023,Cash,No Rating
3994,Sweater,126.0,12/9/2022,Credit Card,3 to 4
4060,Sunglasses,108.0,3/15/2023,Cash,3 to 4
4071,Belt,132.0,2/1/2023,Credit Card,2 to 3
4121,Blouse,176.0,12/24/2022,Cash,4 to 5
4009,Handbag,52.0,4/22/2023,Cash,1 to 2
4096,Pajamas,,5/25/2023,Cash,1 to 2
4116,Camisole,25.0,4/12/2023,Credit Card,3 to 4
4115,Hat,50.0,8/14/2023,Cash,4 to 5
4070,Vest,,8/1/2023,Credit Card,1 to 2
4045,Leggings,133.0,9/1/2023,Cash,1 to 2
4060,Flannel Shirt,183.0,1/5/2023,Cash,3 to 4
4007,Coat,166.0,2/11/2023,Cash,3 to 4
4034,Belt,101.0,12/25/2022,Credit Card,1 to 2
3978,Gloves,185.0,5/14/2023,Cash,3 to 4
3966,Skirt,196.0,6/1/2023,Cash,3 to 4
4094,Romper,43.0,1/31/2023,Credit Card,1 to 2
4042,Blouse,134.0,8/16/2023,Credit Card,3 to 4
4056,Trench Coat,,9/30/2023,Cash,3 to 4
3989,Shorts,21.0,12/22/2022,Credit Card,1 to 2
4090,Handbag,,1/24/2023,Cash,1 to 2
4095,Sunglasses,13.0,7/2/2023,Credit Card,3 to 4
4029,Vest,183.0,3/24/2023,Credit Card,4 to 5
4011,Tunic,200.0,8/31/2023,Credit Card,2 to 3
3980,Handbag,154.0,12/13/2022,Credit Card,3 to 4
4087,Sandals,181.0,10/25/2022,Credit Card,1 to 2
4098,Sun Hat,142.0,12/10/2022,Cash,1 to 2
4036,Coat,189.0,2/1/2023,Credit Card,4 to 5
4090,Leggings,120.0,9/18/2023,Credit Card,3 to 4
4044,Scarf,73.0,1/3/2023,Credit Card,4 to 5
4119,Hoodie,179.0,10/13/2022,Credit Card,1 to 2
3997,Hoodie,108.0,7/23/2023,Credit Card,1 to 2
3962,Jeans,,11/19/2022,Cash,4 to 5
3964,Belt,166.0,2/7/2023,Credit Card,3 to 4
4095,T-shirt,,9/19/2023,Cash,1 to 2
4108,Handbag,50.0,10/2/2022,Credit Card,2 to 3
4023,Jumpsuit,130.0,11/4/2022,Credit Card,4 to 5
4018,Slippers,52.0,5/6/2023,Cash,4 to 5
4034,Pants,,8/13/2023,Credit Card,No Rating
4065,Jeans,71.0,1/6/2023,Cash,2 to 3
4086,Flip-Flops,81.0,1/26/2023,Cash,1 to 2
3985,Romper,,12/30/2022,Credit Card,4 to 5
3972,Polo Shirt,174.0,6/23/2023,Credit Card,2 to 3
4052,Hoodie,70.0,2/21/2023,Cash,2 to 3
4023,Sunglasses,,3/1/2023,Cash,4 to 5
4117,Pajamas,156.0,12/11/2022,Credit Card,2 to 3
4086,Jeans,137.0,1/18/2023,Cash,3 to 4
4047,Poncho,40.0,3/3/2023,Credit Card,1 to 2
3988,Camisole,200.0,6/12/2023,Cash,2 to 3
3969,Blouse,36.0,9/4/2023,Credit Card,1 to 2
3988,Overalls,19.0,11/7/2022,Credit Card,3 to 4
4071,Handbag,10.0,8/7/2023,Cash,2 to 3
4033,Handbag,164.0,7/31/2023,Cash,No Rating
4103,Jumpsuit,173.0,6/27/2023,Cash,1 to 2
3958,Raincoat,140.0,12/17/2022,Cash,1 to 2
4073,Hat,177.0,8/9/2023,Credit Card,4 to 5
4043,Boots,97.0,10/6/2022,Cash,4 to 5
4017,Backpack,23.0,9/11/2023,Credit Card,4 to 5
4105,Gloves,126.0,6/6/2023,Cash,3 to 4
4101,Blazer,168.0,3/20/2023,Credit Card,0 to 1
4117,Socks,193.0,3/15/2023,Credit Card,2 to 3
4093,Polo Shirt,193.0,11/14/2022,Credit Card,3 to 4
4109,Boots,34.0,3/19/2023,Cash,0 to 1
4016,Camisole,66.0,2/16/2023,Cash,1 to 2
4046,Jumpsuit,,9/20/2023,Cash,4 to 5
4033,Pajamas,172.0,3/26/2023,Credit Card,4 to 5
4029,Jumpsuit,84.0,12/5/2022,Cash,3 to 4
4103,Sandals,105.0,4/19/2023,Cash,4 to 5
3992,Wallet,21.0,10/31/2022,Cash,2 to 3
4053,Sweater,136.0,5/16/2023,Cash,3 to 4
4090,Sneakers,,3/16/2023,Credit Card,2 to 3
4020,Hoodie,194.0,5/13/2023,Cash,2 to 3
3983,Pants,75.0,7/20/2023,Cash,3 to 4
4040,Handbag,58.0,9/20/2023,Cash,2 to 3
4089,Jeans,,8/9/2023,Credit Card,3 to 4
4106,Handbag,65.0,8/16/2023,Cash,4 to 5
4006,Slippers,58.0,11/6/2022,Credit Card,4 to 5
4049,Skirt,37.0,1/13/2023,Cash,2 to 3
4073,Shorts,21.0,7/11/2023,Credit Card,1 to 2
3982,Overalls,182.0,1/23/2023,Credit Card,4 to 5
3994,Loafers,125.0,12/4/2022,Cash,1 to 2
4065,Shorts,160.0,10/17/2022,Credit Card,1 to 2
4062,Skirt,44.0,10/3/2022,Cash,No Rating
3977,Pants,11.0,4/21/2023,Cash,4 to 5
3980,Cardigan,22.0,2/24/2023,Cash,4 to 5
3972,Sandals,120.0,2/4/2023,Cash,4 to 5
4065,Hat,133.0,1/19/2023,Cash,1 to 2
3990,Hoodie,55.0,9/11/2023,Credit Card,3 to 4
4078,Jacket,54.0,12/20/2022,Credit Card,No Rating
4011,Kimono,42.0,1/4/2023,Credit Card,3 to 4
4071,Swimsuit,,5/11/2023,Credit Card,4 to 5
